task,vri_id,mi_number,mi_modification,mi_manufactureYear,mi_Owner_name,org_title,mitypeTitle,mitypeType,mitypeNumber,vriType,result_doc_type,result_docnum,mitypeURL
"Манометры, поверенные в ЦАГИ",1174436207,1268046,,,,ФГУП ...,Маном...,МП3-У...,10135-85,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/304272
"Манометры, поверенные в ЦАГИ",1174436208,305159,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436209,471055,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436210,671650,,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1174436211,355802,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436212,502551,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436213,264408,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436214,264199,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436215,264436,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436216,264540,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436217,264404,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436218,66870,,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1174436219,67393,,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1174436220,68962,,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1174436221,71427,,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1174436222,33451,,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1174436223,242,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1174436224,240,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1174436225,240,,,,ФГУП ...,Маном...,Метер ДМ,25264-08,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/330809
"Манометры, поверенные в ЦАГИ",1174436226,200,,,,ФГУП ...,Маном...,Метер ДМ,25264-08,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/330809
"Манометры, поверенные в ЦАГИ",1174436227,89668,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436228,15266,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436229,42119,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436230,42867,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436231,42351,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436232,64668,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436233,169227,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436238,348941,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436239,969923,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436242,1454167,,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1174436244,1527160,,,,ФГУП ...,Маном...,МТП-1...,3255-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/340926
"Манометры, поверенные в ЦАГИ",1174436245,699456,,,,ФГУП ...,Маном...,МТП-1...,3255-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/340926
"Манометры, поверенные в ЦАГИ",1174436246,543633,,,,ФГУП ...,Маном...,МТП-1...,3255-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/340926
"Манометры, поверенные в ЦАГИ",1174436247,1355967,,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1174436248,1355841,,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1174436249,1428376,,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1174436250,3154110,,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1174436252,478461,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436267,11514,,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1174436268,41593,,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1174436269,41712,,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
